id,post,label
15943,or a white male,0
15944,mim aap maha paap in delhiso delhite be warned banmim,0
15945,does the adl know the difference between a white nationalist and a whie supremacist surely you and the adl hate da latter,0
15946,joining dcwatchlive tonight are were live at 5 pm et,0
15947,keep pressuring the established party there is no alternative - and there is no where else white people can go,0
15948,islamists embedded in white house rt stopislam crusades makedclisten wakeupamerica,1
15949,white supremacist neo-nazi posters hung at boston school via,0
15950,jews making georgeorwells 1984 a reality jews control all sides of the discourse both the narrative and the opposition thanksjews,1
15951,new podcast white people force-minoritization and the rise of donald,0
15952,yes the site is safe but we are working on that warning thanks for the heads-up,0
15953,idiots chickens,1
15954,Not all gay men are sissies but all sissies are gay,1
15955,rt started following to get first hand accounts from people losing their health plans myhealthplandied,0
15956,that thing is white,0
15957,Whats the difference between a black person and a chicken Ones free range,1
15958,vaidik is senile self proclaimed nothing to do with bjp or track 2 you dont get misled by aap check now zee news,0
15959,how about no we do not need immigration reform amnesty we need and demand enforcement noamnesty,1
15960,girl sure you can wait must coz your allah havent yet decided whether to made 72 male virgin raisins for your martyrdom,0
15961,because that would mean more white people,0
15962,we were set up source stand down order came 6am nat guard was dispatched charlottesville wanted us hurt,0
15963,i highly doubt that theyre not in support of nationalism except civic nationalism,0
15964,Irl I would smack the shit out of your skank face and you would beg for forgiveness,1
15965,racist attacks on white dutch people by mobs of muslim immigrants continue video via,0
15966,milo is in heaven,0
15967,raping beautiful white women because their women are vile and ugly,1
15968,yeah but they spelled it evropa which is wrong,0
15969,im still trying to figure out why the people of ferguson is taking their aggression out on quicktrips why really why stupidfucks,1
15970,his first allegiance will be to other rich people because those are his people not some local guy like you,0
15971,british nationalists arrested simply for planning protest,0
15972,please define conservative for me none of us really know what that even means to people,0
15973,no apologies here ridiculous that white people are the only race not allowed to be proud,1
15974,fortunately most dont care that much about race treat people like people,0
15975,its true pretty sure he was a bed wetter too,0
15976,you have nothing meaningful to say and are left supporting your non-arguments with speculation about someones ethnic heritage sad,0
15977,hes definitely a camouflaged jew my german shphard detects his stinch,1
15978,pl leave the guy alone he is also married poor chap,0
15979,a long time ago it used 2b this way we didnt allow ppl in who didnt have something 2offer us,1
15980,why do we care what jews want or dont want they are actively at war with the white race and always have been,1
15981,rt splitting hairs neither the supporters nor the opponents care about those academic distinctions both are pro-white to both friends enemies,0
15982,all white heritage is hate what about all the bad things blacks and asians have done or do you have a double standard cuz oppression,1
15983,joins craig james with a followup on the religiousliberty crisis in houston listen here 4houston5,0
15984,i know right that dunham girl is so talented and beautiful too,0
15985,thousands of golden dawn supporters on the streets of athens over arrest of partys leader via,0
15986,its not about victimhood its either being racist or not being racist supporting racism white supremacy or opposing racism white supremacy u clearly support both of those things so off,0
15987,huge difference between legally here and illegals who break our laws,0
15988,have you ever seen a race with no competitors black white are invalid colours of stigma for power as1s,0
15989,what happens when there are no more white people in europe try saying muticulti is good for any other race,1
15990,everyone already has a right to be free from religious prejudice civil rights discrimination by a business,0
15991,rt im with you bob we dont hear about americans anymore unless its to discredit something its sick,0
15992,oh yes all those neo-nazis white nationalist are all about learnin,0
15993,except neither of them ever exterminated white people,0
15994,mars orbiter engine test-fired successfully spacecraft will enter mars orbit on wednesday--a proud day for india isro,0
15995,wikipedia gives basics but fails 2 mention he was fired from massey university or how became muslim suspect its self penned,0
15996,and if some horny lesbian watches you pee youre in with it not disgusting at all duh,1
15997,down syndrome couple gets their happily ever after beautiful story prolife,0
15998,neanderthal dna master race,1
15999,muslim gangs want 2 kill those who tell truth kill those who worship jesus christ kill those who draw,1
16000,cruz is the real outsider palin is the real liberal racist hollywood is run by white leftists of an otherwise indeterminate ethnicity,1
16001,guess who ends up with their bills yep we do,1
16002,cville welcome to police state america of the ussa next theyll imprison our people in the gulags for our ideas,0
16003,nato exists to counter russian aggression and is necessary europe is outnumbered tcot nrx altright,0
16004,trumps so mentally unstable calling himself white or american hhahhaha silly human theres no such thing i am an earthling,0
16005,the most disgusting of anti-whites do thatuse extreme racism against whites against them because it increases the reaction by 5 or similar,1
16006,no-one is promoting genocide of non whites you just have to say bigoted thing,0
16007,january 20th is an important day roll these people up and throw them out,1
16008,what do you call a homosexual on rollerblades rolaids,1
16009,hayride-magellan poll in louisiana trump 41 cruz 21 rubio 15 via,0
16010,why is it against the rules for pro white people to peacefully assemble every other race is allowed but not whites,0
16011,i wouldnt really conflate the alt right and conservatism being alt right is simply recognizing that race is foundational,0
16012,michael wade running for va91 referring to white people crackers to blm757 audacious,0
16013,i found a lie recently stop pretending robert look through his recent tweets and find,0
16014,via islam is not a race obama white house wants to change that tcot,0
16015,might as well they already lots of their own separate stuff easier to rid them from white america,1
16016,i get a racist vibe from u caroline not that ur white more like a lesser mexican country,1
16017,hate crimes a pre-planned conspiracy to demean hindus says pic pti,0
16018,only jobs sudan somalia afghan etc capable of performing is walmart greeter or chicken processing plant - illiterate backward culture sry,1
16019,british tourists attacked by arab men in same cologne square as new years migrant attacks,0
16020,this guy earns his daily bread by spreading hate now they are pinning half white crimes on 100 aryan white peopl,1
16021,and jewish groups back barack obama push on guns,0
16022,trump white nationalists the media via,0
16023,the racial order of prisons via prison,0
16024,you are doing the hate act wants to save america from islam,0
16025,identity evropa activists had a successful day at the university of montana,0
16026,sick listen to singapore pm tout america becoming less white from mass immigration while standing next to obama,0
16027,See Im a proud WHITE manand these people dont get itthey only double down and they have no sense of honor that would encourage them to back off just a little bit and see why their actions piss us offbut Im not gonna take it lying downI double downand I wont rest until every last one of them suffers,1
16028,muslims hate chameleons and kill them instantly whenever they see them so stay safe,1
16029,islam has had what thirteen hundred years to show what it can do and it creates wasteland and barbarism what else,1
16030,are you surprised california has the nations worst air quality whatdoyouthink wpww,0
16031,gavin had emily youckis on his show and she got him to admit hes fine with the white race,0
16032,asking for a friend he wants to join but he only wants the gay stuff he doesnt believe in white genocide ns just good gay action,1
16033,native americans were here first theres no denying it and they didnt secure their borders see what happens,1
16034,breaking hillary sent marked classified info to nonsecure abedin accountread more at hillarysemails,0
16035,murdered by antifa paramedicstheir optics just went down another 10,0
16036,why hindumassmurder bcoz hindus worship leaders like gandhijicongress imports 40000 rohingyas 2cr bangladeshis 2 destroy hindus,1
16037,can ice please arrest and deport all these undocumented jack wagons,1
16038,sounds good to me give them something to put on their resume other than criminal acts,0
16039,dont forget the 125 million legal non-whites tooyou would need to deputize all of white america to succeed but unfortunately half of them are liberal and only 8 overall are sympathetic to white nationalism plus majority are passive lemmings wholl never take direct action,1
16040,great to see christmas return to the white house,0
16041,reputation is merrily what people think you are whilst character is who you really are,0
16042,nothing was ever done to lefts rioting in berkeley conservatives rally they call out national guard,0
16043,paris isnt a race eggan so what does white nationalism have to do with it,0
16044,thats amusing tom ive read a hundred articles in which you people assure us he is not a mainstream conservative,0
16045,there is no prohibition to kill infidels in the quran but many commands to kill,1
16046,cuckservatives trumps white nationalist fans discredit his candidacy via cuckservative gopsmartset,0
16047,um black people dont elect to needlessly pursue risky behavior that can result in death,1
16048,those are so not the white tears anyone asked for,1
16049,jewish antihate have pages documenting antimuslim bigotry of cohorts,1
16050,rt please join us planned parenthood the hidden harvest anchored by on friday 94 10pm et,0
16051,the left is losing their exalted status as defenders of liberty another white pill,0
16052,wow i have been looking for you for 8 years you are right obama is a coward so why did blacks vote 95 twice for him how many christians,1
16053,did you stop to chat about your ethnostate how did he take it,0
16054,ill have to put this on the list too then not to post love the guy but god knows he doesnt liftwaffe but i just dont watch tv that much so three movies is like a two week adventure with the wifey,0
16055,thats the problem middle class people enjoy art but dont want to make ar,0
16056,David Hogg needs his ass kickedright after his parents get theirs kicked for raising such a wretched human being,1
16057,as long as he remembers hes working for the us citizens not the illegal aliens,1
16058,yea ok sure,0
16059,is there a difference between nascar and the gop,0
16060,little sisters whats with religious organizations fetishizing children,0
16061,ted cruz george w bush carries the mantle of lincoln an opportunity conservative,0
16062,via failed analysis offered as remedy to failed ad tcot,0
16063,those would be the struggles white nationalists facenot the same thing,0
16064,importing south africa that was clever,0
16065,talks down to all other races - but would be surprised to know the moors black tribe enslaved europe for 700 years,0
16066,evropa is such yank larping,0
16067,you guys are going to sticky an explanation for the alt-right on your site for the inevitable flood right,0
16068,there is no trust on immigration reform when 1000s of criminals are released instead of deported,1
16069,still feeling that white pride,0
16070,jharkhand cm promises to fulfil minority communitys demands,0
16071,blm needs a copy of that chart blm should consider of black children not committed to by their own fathers,0
16072,a lot of these subdivisions in the south are more historical than contemporary,0
16073,and im an americansupremist not racist wow,1
16074,aclu apologizes to leftists for white baby ad via,0
16075,rotten way to make a living king is a racist,0
16076,im now not sure whether you have any familiarity with the bible the lord dwells in darkness where did your education come from when you say pastor do you mean you claim to know whats in the bible,0
16077,welcome back my old friends tb measles ebola whooping cough blah blah blah,1
16078,Too bad they wont take you theCRISPYman Call me sexist all you want but Ill take a woman who can cook over one who cant ANY DAY,1
16079,i and anyone i know could not possibly care less about whether or not white people marry white,0
16080,i dont know why care about media and perception at all,0
16081,calling all illegal aliens flock to california to see your savior jerry brown he will give you everything for free,1
16082,4 russian warships launch 26 missiles against isis from caspian sea whilst cameron obama talk about what to do,0
16083,few weeks back i got him to admit he supports angela merkel so much for small government these people just want open borders,0
16084,rt super cool german officer puts neo-nazi stickers in police van more,1
16085,for more on white mans disease see,0
16086,22 17 white house press briefing,0
16087,sb1070 co-authors connection to an org w racist white supremacist roots justice4az immigration,0
16088,right white men didnt kill all the jews so the jews are,1
16089,i am sure would have had your back,0
16090,my white privilege see theres that again you know absolutely nothing about me or my family but im racist and get white privilege lol,1
16091,set them free after a train ride to the border,1
16092,if you have it within yourself to kill your own child would you have an emotional connection to your race altright,0
16093,correction bad black people you go too far that post is overreaching making it seem we all r walking around killing folk,0
16094,they dont deserve to get shot became im rational unlike them but they still deserve to be on that map,1
16095,has started a campaign to claim tubman for the conservative cuck movement joins the pantheon with mlk,1
16096,black supremacist screaming i hate white people attacked whites in new york metro station via,0
16097,expulsion of white farmers has destroyed zimbabwe,0
16098,for a year straight antifa violently terrorized peaceful trump supporters and not a word about it fr,0
16099,available in electronic format and paper rt stopislam billwarnerphd politicalislam cspi bansharia,0
16100,anything of any scale the alt-right does will be depicted as - or attempted to be turned in,0
16101,california taxpayers footing the bill for illegal alien drivers licenses immigration gapol ga2,1
16102,carpetbaggers were resented because the south had a low view of labor and commerce which they moved to the south to engage in,0
16103,the real face of islam wakeupamerica tcot ccot nosharia trump,1
16104,please subscribe and view my jew lies white genocide playlist non profit,1
16105,the growing worldwide threat to religious freedom alliance defending freedom blog,0
16106,can the alt-right capitalize on this this could be a huge wake up call to people its crazy,0
16107,fix the indian economy - dr subramanian,0
16108,notre dame accepts funds illegal immigrant students illegalimmigration noamnesty,0
16109,i talk about her channel political correctness sjws jews and race hitlerwasright,1
16110,i congratulate amit shah a robust man of proven ability efficiency and prudence for getting re-elected as bjp president,0
16111,record numbers attend german anti-islamization rally via,0
16112,why are you obsessed with few muslims when you know well that they will not vote for bjp,1
16113,ok so here goes criticise islam racist,0
16114,the national socialist economy - a far better system to capitalism and greed,0
16115,all the founding fathers of the us were all white men white people couldnt immigrate to a non-existent country they created one,1
16116,steve smite and cleave chatterboy 2hunter predator drone wallace 0,0
16117,million dollar question where are all the white people its all about votes if the white voters gave,0
16118,the first college was built in africa the second college of the world was built in spain by africans u will say africans are white lol,1
16119,knows this and does not care he wants whites to get in a pointless war w iran so they both,0
16120,rt more anti-jew hate from nothing to do with islam,1
16121,anyone white that isnt anti - white against white genocide is too racist,1
16122,calling people that when they hide behind a hood to protect their identity is ironic,0
16123,frcs on nprs dianne rehm show right now discussing sexual orientation and public policy,0
16124,why do you hate gay people i mean you are supposed to represent the people do you feel you dont have to rep gays on religious grounds,0
16125,lol the white liberals slipped up,0
16126,video white man march - white nationalist rallies organized across the globe for march via white time,1
16127,i guess im a racist too i stand with you,0
16128,come and learn there is an alternative to rapeculture white culture workshop,0
16129,i am very disappointed that the next president is making these negative comments plea,0
16130,hi im white and hung like the statues in your posters can i join your group please,1
16131,anti-racist usually means anti-white whites are only 8 of worlds population and when you take out the liberals we are a real minority,1
16132,having it in ga tn or ky would make it regional which isnt bad personally more conven but woul,0
16133,It doesnt matter suicide rates are going up in Black communities The race was killing itself anyway,1
16134,hey quit it with the sissy pushups and pick up some iron get in here and poast them gainz liftwaffe,0
16135,whenever our fellow white citizens see white people publicly standing up for our race it is good,0
16136,i think they already knew who they were dealing with this in no way exonerates spencers massive own goal two months ago,0
16137,im waiting u called fair racist back up conclusion w specific ex what has it done thats racist,1
16138,cnn wants black people to think the president is racist look around you,1
16139,rt one of your advocates for the american people southerland wont commit to noamnesty,0
16140,not idiots white and black is none of our business only aryans are invited,1
16141,white supremacists cant shoot up something they dont know exist,1
16142,europe must follow national socialism to save itself from barbarians,1
16143,only 15 of hispanics add on to white youre pretty stupid,0
16144,as bad as he is i really dont think we should be accusing milo of anything without evidence its just not right,0
16145,yes once the minorities vote as blocks whites cant afford to have two parties anymore,0
16146,blacks need pull up there pants take a shower put down the crack pipe get a job and stop assuming us good white folks racist,1
16147,people go where jobs banks are it aint a race thing white flight left cities then instituted redlining,0
16148,they r illegals not californians they should be living in fear every day not have a moment of comfort,1
16149,rt via dont burn this house it belongs to a muslim tcot,0
16150,reading writing and sexmythatic will gender fluidity also apply to the animal kingdom,1
16151,you sad little man fuck your patriarchal second century goatherd myths,1
16152,or maybe your super thinks white people are the devil and wont fix your sink,1
16153,muslims kill meditating buddhists in sri lanka,1
16154,this hate group called for killing white cops then dallas sniper micah xavier johnson started shooting,0
16155,treacherous scheming jews bully germans into paying romanian holocaust survivors,1
16156,its all about voting the illegals etc along w voting machine fraud its their only way to win,1
16157,norway oslo police we have lost the city more via,0
16158,in venezuela they are distributing books on islam,0
16159,white house is planning to let more foreign entrepreneurs work in the us,0
16160,if you donate just number pound a month you can help us make another advert with sad looking african children in it,1
16161,actually hunter science is a method and has actually declined most scientific papers no longer ab,0
16162,a few years from now the pundits will be citing trump winning the south as a warning sign that something big was about to happen,0
16163,please retweet this app add your voices in 10 indian languages to allow other to,0
16164,uk racist black man punches pregnant white girl in stomach as onlookers watch via,1
16165,race problem white problemdiversity is the final solution to the white problemdiversity means chasingdownwhites,1
16166,bias much this article perfect example of how the media spins its web you eat it right up,0
16167,had a lib tweet me once - trumpers are just afraid of a non white america and i was like-why would a white person want a non white america,1
16168,we are taking off the kkk,0
16169,sharia and civilization is incompatible,1
16170,white bread cool,0
16171,thats why they prefer white neighborhoods they are escaping their own kind,1
16172,notice how they use the power of emotion as propaganda people are easily swayed by tears and emotional outbursts,0
16173,why is there a muslim in the white house,1
16174,how about secure the white house the terrorist on america,0
16175,isnt breitbart a platform for white nationalists,0
16176,i hate white people i even dislike about 80 of the white side of my family,1
16177,hr defends anybody not white and attacks whites in the name of human rights,1
16178,tennessee is one of the most pro-white states in the union its white pop share actually grew 1 in a decade,0
16179,this guy needs to be deported should be illegal for lawyers to represent an illegal,1
16180,proof that heidi cruz is an open borders globalist cruzcrew,0
16181,i live a few blocks from a liberal university i would love to get some of these posters,0
16182,will quick question if a black guy decapitates a white guy bc the color of his race will your headline say a reparations or b we need to do more to listen the oppressed communities,1
16183,currently the kkk has 249 black members so to answer your question yes,0
16184,by silencing your allowing jihad to spread unchallenged aiding those fascists,0
16185,racist todaynazi tomorrowrussian next day repeat,0
16186,msm running with it anyway apparently it appeased the snowflakes they shud be more concerned bout spirit cooking than nazis,1
16187,what did you expect back than demos and repubs were white racist runing these country demos were beganing to yield to minorty demannds,0
16188,you got your words mixed up there jews white trash --- trash goes here,1
16189,also is the census is correct euro-americans are 80 of the population you want to pay less than your share and you call us lazy,0
16190,im not sure any compromise on daca is acceptable to most which is the direction the wind is blowing,0
16191,pro-american pro-identitarian easily defensible easy to understand great optics,1
16192,get a clue about the reality of jihad islamic supremacism defend your soc,0
16193,whats rupert going to do for white people like those in his own south africa,0
16194,enoughlets ship all those muslimcrooked liberaltard and crackedhead protesters awaymaga,1
16195,rt white racialists rally in edmonton alberta and london ontario as a commemoration of white pride worldwide day,1
16196,bengalburning when majority hindus get impotent under garb of modernism ignores owaisipig abusing our goddess then we deserve to suffer,0
16197,how do you guys feel about the bear jew from inglorious basterds,0
16198,70 of americans oppose attacking syria yet we are about to get embroiled in another endless war time to secede,0
16199,theyre not fighting for us thats for sure,0
16200,ohmagawd calvin we are black people chill tf out,0
16201,fascism is now having borders and enforcing laws and making our own laws and governing ourselves like we used to do trumprally,1
16202,fun fact snopes is totally biased run by a liberal couple that push lib agenda they also are bankrupt and divorcing due to possible fraud,0
16203,kkk alive and well white brother hood unite ku klux klan if it aint white it aint right,1
16204,thats for sure if everyone just plays nice the bad guys will win,0
16205,you cant coexist with people who want to kill you rt stopislam stopjihad nosharia nopc,0
16206,your founder margaret sanger was a racist who sterilized black women so they couldnt have more bad weeds,0
16207,uk telegraph racial conflicts will dominate the 21st century via,0
16208,sorry for sperging out clearly i was wrong in thinking that twitter was a tool for people to dissemina,0
16209,the past glories of america that you feed on were built by a 90 white p,1
16210,ebony editor isnt sure killing white people should be considered a hate crime via,1
16211,i graduated university about a decade ago now live in a small ukrainian settlement with no campus lol,0
16212,you are free to give up technology and freedom aforded by white men,0
16213,western asia was white,0
16214,2 we will be long destroyed before the money runs out and thats just media power govt academic etc,0
16215,rt quran commands warimam in britain says war is comingliberals demand more muslimsdemocrats are the stupid party,1
16216,in england you had the white flower girls that would give men dressed in civies white flowers of cowardice,0
16217,robert britain has had 500 yrs of civil struggles to be different i say we have been leaders in the civil rights of mankind,0
16218,putin sells uv anti-bacterial device sales skyrocket after photo op w russian president,0
16219,is going to bring thousands of jobs at dollar general waffle house and wal-mart to south carolina join the cruzcrew,0
16220,i am against needless interventionism but irans terror-promoting misadventures show the need for western,0
16221,since the invasion of diversity good white men have to be cops and not stem students so diversity kill,1
16222,you heard them guys altright,0
16223,go to the american renaissance youtube channel and watch jared taylors intellectual debates speeches interviews discussions,0
16224,are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us,1
16225,i feel sick for 2 reasons 1 a white girl is slutting herself over an ape and 2 ireland is a white country,1
16226,are you a national-socialist white nationalist are you in this struggle for fun or do you want to win new anp report,1
16227,thats a shame also im white,0
16228,the same story david duke and james edwards had before trump isnt it same people closing spence down now most likely,0
16229,can anyone tell me what jew-friendly or has done for white nationalism tcot,0
16230,south africa its politically correct to kill whites these dayswhite genocide in sa murder war terrorism,0
16231,racist and bigoted cuck,0
16232,and no chinton in the white house,0
16233,traditions like white supremacy,0
16234,you jihad enablers are so filled with hate it oozes out of your,1
16235,white identity and national socialism are two different things,0
16236,white supremacy is an ideology gay marriage isnt,0
16237,white people can all drink bleach,1
16238,are you going to charlottesville i dont think ill be able to swing it and im disappointed i think itll be historic,0
16239,found in history proof cameron hates white british heres a racist,1
16240,whitearyanpride they say they are anti-racist but what they really are is anti-white via,1
16241,how many terrorists would you be okay 10010 0 a sure vetting system would be to ban muslims for a time,1
16242,its gotten worse because white america is waking we need to keep pushing,0
16243,what happened to matthew shepard was tragic but not a hate crime abc news,0
16244,john friends blog homeland security a jewish racket,1
16245,islam hates jews infidels,1
16246,dont upset the white kids,0
16247,other than a small group of people who have suffered massive and embarrassing losses the party is very united great love in the arena,0
16248,louisanna going to lose state funding and tourist if they dont comply to the sanctuary bill louisasanna always in bad weather crises,0
16249,people who think an elected official really has control of these things lol,0
16250,its not even close to white nationalist,0
16251,i guess its poetic symmetry they were carried in so they say and now theyll be carried right back out,1
16252,from liberal white guilt or something u think nationalism is white nationalism this is bigger than race first is good 4 all americans,1
16253,why your white be proud of your own race and look out for your own race just like obama looked out just for his own race,1
16254,interracial marriage white genocide,1
16255,koran licking retards,1
16256,we are the future fashthecity,0
16257,this why another bush will not be elected to the white house noamnesty,0
16258,the white genocide continues white race now minority in london via,1
16259,dude there are literally white people who think they are actually smarter than a black physicist,0
16260,drephther a blakkka skin head on da west kost sampl fred wesley,0
16261,no commies just americans free protecting democracy what happens to black people if the fascists win,1
16262,another swedes get mob attacked by non-white immigrants in stockholm video read more,0
16263,join us in house as ken klukowski our director of the center for religious liberty reviews recent scotus decisions,0
16264,adolf hitler was the man endanargumentin5words,0
16265,i have never understood why people thing homosexuality is something to celebrate it is not it is aber,1
16266,racists with a racist-group for a racist-cause theres nothing fair about deceptive,0
16267,cnn and msnbc will have a field day thanks wallace you shill,0
16268,you know this organization excludes jews - founder damigo views jewish people as non - white,0
16269,and he is definitely a racist and probably white supremacist at the very least he is supporting white supremacists,0
16270,purge use nsa to expose mass resignations special elections,0
16271,its amazing that firing off one tweet led to a nrorevolt which significantly changed the tone of national review,0
16272,anyhow the bottom line is that we r all soldiers on the internet fight for white rights white freedom,1
16273,white girl bleed a lot 2 on for amazon kindle best selling books on race and ethnicity thanks everyone,0
16274,white identity 344 author jared taylorsupport and purchase through,0
16275,full story in text ndtv chidambaram accused of money laundering scam of rs 5500 cr,0
16276,the white man takes over,0
16277,are you jewish if so you arent white either way youre anti-white,1
16278,lol youre jewish though not white,1
16279,this ficking loser thinks white people are discriminated against,0
16280,im the kind of a sws any black persons resisting racial injustice race baitor divisive blm anti white hater,0
16281,a nationalist is an america first patriot the white part is irrelevant,0
16282,unless they white washed mine im good,0
16283,if we dont have free speech in america then why are people always allowed to protest,0
16284,but the murders are a very small percentage of all the crimes done in america which are done mostly by whites so explain yourself,0
16285,lifetime goal achieved today 500x1 bench press the powerdivision marches on liftwaffe,0
16286,no it doesnt make you racist it makes you right,0
16287,One of my good friends from high school is black but I dont really think of her as black because she told me shes white on the inside,1
16288,i am officially endorsing ted cruz to become the first hispanic president iacaucus,0
16289,noam chomsky has written an article saying that antifas violence helps the alt-right he said antifa would l,0
16290,nowplaying 16 shots by vic mensa in madlovetv whenthugscry cops police,0
16291,manishankar iyer comment on modi needs no comment but it is an insult to poor people who can sell tea 2become pm shastriji is a leading e g,0
16292,Yeah its like when black people dye their hair blonde and wear neon colors It just doesnt work,1
16293,today at noon et online dr rosaria butterfield shares her journey from a lesbian professor to faith in christ,0
16294,its the combination of human nature and the nature of youth its rebellious to be pro white,0
16295,i dont believe hes racist just misguided and ignorant touch of arrogance,0
16296,you read what i said huh and you still think i said crookedhillary is in prison people,0
16297,its called projection plus her use of clan is as an anti-white racist code word,0
16298,strong message from poland stop anti-white racism via,1
16299,The message is loud and clear in all white countries these goyim need to shut their filthy mouths lay down and die as we replace them with brown people - Andrew Anglin,1
16300,rt uk video youre a jew not a muslim jew jew jew run islam islamophobia tcot antimuslim,1
16301,splcs cohen more than willing and make this case a legal precedent for future actions against alt-right et al,0
16302,the medias stupid trump obsession cuckservative via,0
16303,i was wondering whatever happened to gregory hood welcome back,0
16304,ows on tweeted times - top stories by,0
16305,delhi will vote the way they voted in lok sabha elections cong aap will be routed,0
16306,its possible that he didnt actually have refugee status of course - legacy media got most everything else wrong,1
16307,race war in manhattan black power militants storm restaurants and harass white patrons via,0
16308,there are over 700 million people in europe do you think there are fewer terrorist attacks in india or china,0
16309,rt the hindu is known for its anti indian anti hindu pro islam posts another media outlets dancing with the devil,1
16310,be it black r white,0
16311,yezz my oldest brother was made by 50 indian in ww2 where all of them raped her for 3 days - stationed in holland in ww2,0
16312,a handful of deranged belligerent white trash lashing out at immigrants-pathetic-ignorant-low information - miserable,1
16313,amended abortion-pill mandate respects religious and moral objections,0
16314,the problem is many american euro-descent do accept them as white,0
16315,putting country before race is an entirely white practice,0
16316,there are more black abortions alone than white abortions abortion generally affects the most dysgenic groups,1
16317,ticky western freedom has been fighting islam since before mohammed was invented i stand with freedom not oppression,0
16318,detroit the death of white civilisation,1
16319,all they do is attack the alt right and discourage thus far successful tactics weve used until now try,0
16320,im sharing this but im not going to make a comment about politics and diversity and how you cant have european culture without europeans tcot altright art history,1
16321,lutherans amish and baptists are not blowing up malls and shooting people in clubs im sorry to say,0
16322,of focuses on religious liberty creative professionals conscience rights more,0
16323,cuck island eyewitnesses report that police ran away from moslem terrorists via,1
16324,obamas defense of hate group not racist,0
16325,dressing like their dads or milton from office space they selling me annuities insurance along with the ethnostate,1
16326,go hunt them down racist,0
16327,do you think the awardwapsi is motivated and agenda driven,0
16328,you are so right why r muslims commanded to kill all jews by muhammad love,1
16329,the growing anti-white agenda obamas overt cleansing of white america rebel flag desecrated american free press,0
16330,are us muslims more accepting of gays than white evangelicals its a tactical play to get polygamy,0
16331,i have just signed the ku klux klan acts into law which means federal troops will be at a voting center near you,0
16332,youre a bit more mellow than i am this morning tommy all muslims must be considered potential terrorists,1
16333,black lives matter philly bans whites from upcoming meaning since rachel dolezal claims to black i guess she would still be invited,1
16334,its a result of splc smear-campaign the anti-white hate organization recently falsely branded him white-nationalist,0
16335,14 reasons for white pride in america elaboration details and sources,1
16336,the 1790 naturalization act explicitly stated that america was only for white,1
16337,i dont think white pride is racism im just fighting the rising tide that happens to hate me based on race,0
16338,yet claims to represent the white american people and the betterment of said people i beg to differ,0
16339,sorry public monuments shouldnt exist,0
16340,californias june primary just became crucial in the race for the white house,0
16341,of course mccain would trash nationalism while hes out of the country in munich,0
16342,your prob right however the klan would have more money so better weapons,1
16343,redlining and steering exist to protect white property value from the black undertow,0
16344,i guess in a way but just bc the white race conquered more,0
16345,rt gop convention if u ever heard seen a 3 reich flag burning frenzied screaming rally here it is,0
16346,why is the losing white fans,0
16347,never vote for somebody who doesnt say up front he is for the white race code words dont cut it,1
16348,white people are screwed,0
16349,when are we going to accept that we have let the worst scumbags into the us,1
16350,cities are becoming playgrounds for childless wealthy white people,1
16351,retweeted alliancedefends listen to the latest freedom matters podcast forgotten victims in,0
16352,both mass murders are the result of the endless dog whistling by the media and elites aimed at triggering lone wolves to kill conservatives,0
16353,then why do you use the word white youre the racist pure idiocy get a vocabulary,0
16354,when 3035 th white farmer shot dead in south africa in front of wife swrm via,0
16355,kansas takes a stand for human dignity defunds plannedparenthood defundpp,1
16356,lets turn our hate into action action report on the liverpool white man march read more,0
16357,jews are now in full control canadian man goes to jail for posting on white nationalist websites via,0
16358,zee news has blocked us editors have lost balance national socialism can not be blocked we have arrived,1
16359,via white privilege conference says resisting jihad terror is racist bashes robert catholic,1
16360,obama wants kkk to be forced to name its members and supporters read more,0
16361,such atrocious advice govt will be discredited pl throw out such saboteurs,0
16362,the long road to the white house,0
16363,whatilove is the amazing creative white race whiteppl whitepeople whitepride lol,1
16364,on whites us now,0
16365,white supremacists were less than 02 of the pop before they amped up the war on white people that numbers tripled they are forcing this,1
16366,15 of the 19 hijackers were saudi arabiasaudi arabia is our ally,1
16367,whens the northwestern european heritage reception,0
16368,the confusion is mistaking opposition 2 illegal immigration w americas admiration for those legally coming here,0
16369,cucks rebuff kristols third-party pick,0
16370,how the ghost of george wallace hijacked the gop,0
16371,isis is in the white house thats why the border is open,1
16372,which again is pointless he tries to appeal to media and chattering classes who will always,0
16373,they most certainly do what happened was g soros and his cash uh sorry i meant influence,1
16374,why is it only white countries that are deemed to need multiculturalism why dont we deserve a homeland too white people are an endangered minority why is it ethical or moral to take their living spaces away,1
16375,1000s of invaders vanish govt admits - the new observer germangovernment spokesman,0
16376,blonde hair blue eyes is the master race right nope doesnt look very blonde to me,0
16377,white history never will forget confederate 1860-1865,1
16378,kkk numbers are on the rise every time america feels threatened obama has been your biggest recruiter trump2016 hillaryprison,0
16379,the confederacy still a racist institution nazis racists alt-right white nationalists same nothing good comes from that hatred,0
16380,broke building white citieswoke building white cities to promote national chauvanism in a god-tier manner,0
16381,intends to score house reconciliation act its time to defundpp prolife via,0
16382,scince knows white are further evolved then any other race,1
16383,anything to avoid admitting you side with the wrong people alternativefacts and delusion,0
16384,the day is gone its inexcusable delayed decisions on modi events were wrong says election commission via,0
16385,were both white and shes literally 14 german,0
